,Average,Std
0,0.8125,0.08234834546000303
1,0.8025,0.049307707308290046
2,0.805,0.061032778078668526
3,0.82,0.12031209415515964
4,0.8149999999999998,0.0681909084849293
5,0.82,0.12288205727444507
6,0.7975,0.11803071634112877
7,0.7805555555555554,0.0856168611523469
