,Average,Std
0,0.8375000000000001,0.08003905296791061
1,0.8425,0.0775
2,0.8149999999999998,0.057227615711297995
3,0.8324999999999999,0.10310795313650639
4,0.8175000000000001,0.06523994175349945
5,0.825,0.11884864324004712
6,0.7975,0.11316470297756276
7,0.7777777777777778,0.07307192465536613
