,Average,Std
0,0.8275,0.09113863066779093
1,0.8550000000000001,0.05678908345800274
2,0.8125,0.06149186938124422
3,0.78,0.1452583904633395
4,0.8074999999999999,0.07420411039827915
5,0.8174999999999999,0.10609547586961472
6,0.795,0.1223723825052042
7,0.7472222222222222,0.10437941237808854
