,0
0,0.5972222222222222
1,0.4027777777777778
2,0.7361111111111112
3,0.4166666666666667
4,0.4097222222222222
5,0.3541666666666667
6,0.7361111111111112
7,0.6805555555555556
8,0.8125
9,0.6527777777777778
10,0.4166666666666667
11,0.6875
12,0.3541666666666667
13,0.375
14,0.4097222222222222
15,0.75
16,0.7916666666666666
17,0.8125
18,0.6319444444444444
19,0.4097222222222222
20,0.6527777777777778
21,0.4305555555555556
22,0.4305555555555556
23,0.3611111111111111
24,0.7291666666666666
25,0.7361111111111112
26,0.8333333333333334
27,0.6597222222222222
28,0.4375
29,0.6111111111111112
30,0.4652777777777778
31,0.3680555555555556
32,0.3680555555555556
33,0.6736111111111112
34,0.7777777777777778
35,0.8263888888888888
36,0.6041666666666666
37,0.5208333333333334
38,0.6875
39,0.4027777777777778
40,0.3611111111111111
41,0.4236111111111111
42,0.6666666666666666
43,0.75
44,0.8472222222222222
45,0.6388888888888888
46,0.4375
47,0.7152777777777778
48,0.3402777777777778
49,0.3333333333333333
50,0.3888888888888889
51,0.7083333333333334
52,0.7430555555555556
53,0.8055555555555556
54,0.6875
55,0.4375
56,0.6388888888888888
57,0.3611111111111111
58,0.4097222222222222
59,0.3541666666666667
60,0.6944444444444444
61,0.7916666666666666
62,0.8541666666666666
63,0.6041666666666666
64,0.4097222222222222
65,0.7083333333333334
66,0.3888888888888889
67,0.3611111111111111
68,0.25
69,0.7291666666666666
70,0.7847222222222222
71,0.7847222222222222
72,0.6111111111111112
73,0.4097222222222222
74,0.7013888888888888
75,0.4027777777777778
76,0.4027777777777778
77,0.3680555555555556
78,0.6944444444444444
79,0.7569444444444444
80,0.8194444444444444
81,0.6180555555555556
82,0.3680555555555556
83,0.6875
84,0.4236111111111111
85,0.3680555555555556
86,0.3680555555555556
87,0.7152777777777778
88,0.7430555555555556
89,0.8402777777777778
90,0.8125
91,0.4791666666666667
92,0.7916666666666666
93,0.5208333333333334
94,0.5694444444444444
95,0.4375
96,0.8958333333333334
97,0.8055555555555556
98,0.8819444444444444
99,0.7083333333333334
100,0.4791666666666667
101,0.7777777777777778
102,0.4930555555555556
103,0.5138888888888888
104,0.3819444444444444
105,0.8888888888888888
106,0.8125
107,0.8541666666666666
108,0.7777777777777778
109,0.5902777777777778
110,0.7013888888888888
111,0.5277777777777778
112,0.5347222222222222
113,0.4166666666666667
114,0.7986111111111112
115,0.8958333333333334
116,0.8472222222222222
117,0.7152777777777778
118,0.5
119,0.75
120,0.5694444444444444
121,0.4722222222222222
122,0.4791666666666667
123,0.7291666666666666
124,0.8541666666666666
125,0.9027777777777778
126,0.6458333333333334
127,0.5
128,0.8125
129,0.4097222222222222
130,0.4444444444444444
131,0.3819444444444444
132,0.8263888888888888
133,0.8333333333333334
134,0.8680555555555556
135,0.75
136,0.4444444444444444
137,0.8055555555555556
138,0.4722222222222222
139,0.5416666666666666
140,0.4513888888888889
141,0.8055555555555556
142,0.8611111111111112
143,0.8541666666666666
144,0.7291666666666666
145,0.4305555555555556
146,0.8611111111111112
147,0.4513888888888889
148,0.5138888888888888
149,0.3055555555555556
150,0.7638888888888888
151,0.8055555555555556
152,0.8611111111111112
153,0.6875
154,0.3958333333333333
155,0.8402777777777778
156,0.4583333333333333
157,0.5625
158,0.4722222222222222
159,0.8055555555555556
160,0.8611111111111112
161,0.8333333333333334
162,0.7430555555555556
163,0.4722222222222222
164,0.7777777777777778
165,0.4444444444444444
166,0.4513888888888889
167,0.4375
168,0.7847222222222222
169,0.8541666666666666
170,0.8263888888888888
