,0
0,0.7631578947368421
1,0.3698630136986301
2,0.8024691358024691
3,0.6493506493506493
4,0.7333333333333333
5,0.5540540540540541
6,0.7746478873239436
7,0.9230769230769231
8,0.9444444444444444
