,0
0,0.5833333333333334
1,0.3958333333333333
2,0.6944444444444444
3,0.4166666666666667
4,0.4236111111111111
5,0.3541666666666667
6,0.6458333333333334
7,0.7916666666666666
8,0.8263888888888888
9,0.625
10,0.4027777777777778
11,0.6597222222222222
12,0.3611111111111111
13,0.4236111111111111
14,0.4166666666666667
15,0.7291666666666666
16,0.7152777777777778
17,0.8055555555555556
18,0.6458333333333334
19,0.4375
20,0.7083333333333334
21,0.4583333333333333
22,0.4236111111111111
23,0.3611111111111111
24,0.7361111111111112
25,0.7361111111111112
26,0.8611111111111112
27,0.6388888888888888
28,0.4861111111111111
29,0.6666666666666666
30,0.4305555555555556
31,0.3611111111111111
32,0.375
33,0.6944444444444444
34,0.7569444444444444
35,0.7916666666666666
36,0.5902777777777778
37,0.5208333333333334
38,0.6736111111111112
39,0.4097222222222222
40,0.3611111111111111
41,0.4722222222222222
42,0.6180555555555556
43,0.7569444444444444
44,0.8194444444444444
45,0.5902777777777778
46,0.4375
47,0.7569444444444444
48,0.4305555555555556
49,0.3472222222222222
50,0.3888888888888889
51,0.7222222222222222
52,0.75
53,0.8125
54,0.7361111111111112
55,0.4236111111111111
56,0.6736111111111112
57,0.3680555555555556
58,0.3472222222222222
59,0.3888888888888889
60,0.7013888888888888
61,0.7569444444444444
62,0.8402777777777778
63,0.6180555555555556
64,0.4097222222222222
65,0.6944444444444444
66,0.3958333333333333
67,0.3541666666666667
68,0.25
69,0.7083333333333334
70,0.7430555555555556
71,0.7777777777777778
72,0.5833333333333334
73,0.4444444444444444
74,0.7013888888888888
75,0.3888888888888889
76,0.4027777777777778
77,0.3611111111111111
78,0.6805555555555556
79,0.7083333333333334
80,0.8194444444444444
81,0.6319444444444444
82,0.3888888888888889
83,0.6666666666666666
84,0.4027777777777778
85,0.3472222222222222
86,0.3611111111111111
87,0.7013888888888888
88,0.7361111111111112
89,0.8125
90,0.7708333333333334
91,0.5277777777777778
92,0.7986111111111112
93,0.4791666666666667
94,0.5694444444444444
95,0.4583333333333333
96,0.8958333333333334
97,0.7986111111111112
98,0.8819444444444444
99,0.6875
100,0.4930555555555556
101,0.7777777777777778
102,0.4930555555555556
103,0.5208333333333334
104,0.4652777777777778
105,0.8888888888888888
106,0.7986111111111112
107,0.8541666666666666
108,0.7708333333333334
109,0.5902777777777778
110,0.7013888888888888
111,0.5138888888888888
112,0.5347222222222222
113,0.4166666666666667
114,0.7708333333333334
115,0.8402777777777778
116,0.8402777777777778
117,0.7152777777777778
118,0.5208333333333334
119,0.75
120,0.5486111111111112
121,0.4722222222222222
122,0.4791666666666667
123,0.75
124,0.8402777777777778
125,0.8958333333333334
126,0.6875
127,0.5625
128,0.8125
129,0.4583333333333333
130,0.4652777777777778
131,0.3819444444444444
132,0.8472222222222222
133,0.7916666666666666
134,0.8680555555555556
135,0.7638888888888888
136,0.4930555555555556
137,0.8055555555555556
138,0.4722222222222222
139,0.5416666666666666
140,0.4444444444444444
141,0.7986111111111112
142,0.8611111111111112
143,0.8680555555555556
144,0.75
145,0.5
146,0.8333333333333334
147,0.4583333333333333
148,0.5138888888888888
149,0.2847222222222222
150,0.7986111111111112
151,0.8333333333333334
152,0.8402777777777778
153,0.6597222222222222
154,0.4375
155,0.8402777777777778
156,0.4583333333333333
157,0.5625
158,0.4652777777777778
159,0.8125
160,0.8888888888888888
161,0.8472222222222222
162,0.8055555555555556
163,0.4791666666666667
164,0.7569444444444444
165,0.5138888888888888
166,0.5138888888888888
167,0.4444444444444444
168,0.8194444444444444
169,0.8333333333333334
170,0.8472222222222222
