,0
0,0.5694444444444444
1,0.3194444444444444
2,0.7013888888888888
3,0.4236111111111111
4,0.3541666666666667
5,0.3958333333333333
6,0.6458333333333334
7,0.7152777777777778
8,0.7986111111111112
9,0.6666666666666666
10,0.3472222222222222
11,0.6319444444444444
12,0.4097222222222222
13,0.375
14,0.4305555555555556
15,0.6736111111111112
16,0.7916666666666666
17,0.8194444444444444
18,0.625
19,0.4097222222222222
20,0.6527777777777778
21,0.4305555555555556
22,0.4375
23,0.4166666666666667
24,0.7569444444444444
25,0.7291666666666666
26,0.8333333333333334
27,0.6736111111111112
28,0.4236111111111111
29,0.625
30,0.3888888888888889
31,0.3611111111111111
32,0.4097222222222222
33,0.6388888888888888
34,0.7777777777777778
35,0.7916666666666666
36,0.6388888888888888
37,0.4583333333333333
38,0.6736111111111112
39,0.3958333333333333
40,0.3611111111111111
41,0.4236111111111111
42,0.6666666666666666
43,0.7361111111111112
44,0.7916666666666666
45,0.6458333333333334
46,0.4305555555555556
47,0.7222222222222222
48,0.3472222222222222
49,0.3333333333333333
50,0.3541666666666667
51,0.7083333333333334
52,0.7847222222222222
53,0.7638888888888888
54,0.6875
55,0.4375
56,0.6388888888888888
57,0.3263888888888889
58,0.4097222222222222
59,0.3541666666666667
60,0.7013888888888888
61,0.7708333333333334
62,0.8055555555555556
63,0.5972222222222222
64,0.3958333333333333
65,0.7222222222222222
66,0.3680555555555556
67,0.3819444444444444
68,0.2777777777777778
69,0.7361111111111112
70,0.75
71,0.7777777777777778
72,0.6319444444444444
73,0.4097222222222222
74,0.7013888888888888
75,0.3541666666666667
76,0.3402777777777778
77,0.3958333333333333
78,0.6319444444444444
79,0.7430555555555556
80,0.8194444444444444
81,0.6388888888888888
82,0.3680555555555556
83,0.6944444444444444
84,0.4236111111111111
85,0.3472222222222222
86,0.3541666666666667
87,0.7152777777777778
88,0.7222222222222222
89,0.8402777777777778
90,0.8125
91,0.4791666666666667
92,0.7777777777777778
93,0.5208333333333334
94,0.4791666666666667
95,0.4375
96,0.8541666666666666
97,0.7986111111111112
98,0.875
99,0.7083333333333334
100,0.4791666666666667
101,0.7569444444444444
102,0.5138888888888888
103,0.5138888888888888
104,0.3819444444444444
105,0.8611111111111112
106,0.7777777777777778
107,0.8541666666666666
108,0.7708333333333334
109,0.5138888888888888
110,0.6944444444444444
111,0.5277777777777778
112,0.5277777777777778
113,0.4166666666666667
114,0.7986111111111112
115,0.8958333333333334
116,0.8541666666666666
117,0.7083333333333334
118,0.5
119,0.7083333333333334
120,0.5694444444444444
121,0.4166666666666667
122,0.4791666666666667
123,0.7361111111111112
124,0.8541666666666666
125,0.8541666666666666
126,0.6458333333333334
127,0.5
128,0.8194444444444444
129,0.4097222222222222
130,0.4444444444444444
131,0.3541666666666667
132,0.8263888888888888
133,0.8125
134,0.875
135,0.7569444444444444
136,0.4444444444444444
137,0.7777777777777778
138,0.4791666666666667
139,0.5208333333333334
140,0.4166666666666667
141,0.8263888888888888
142,0.8402777777777778
143,0.8680555555555556
144,0.7291666666666666
145,0.4305555555555556
146,0.8611111111111112
147,0.4583333333333333
148,0.4652777777777778
149,0.2986111111111111
150,0.7708333333333334
151,0.7986111111111112
152,0.8472222222222222
153,0.6875
154,0.3958333333333333
155,0.7777777777777778
156,0.4513888888888889
157,0.4791666666666667
158,0.4722222222222222
159,0.7638888888888888
160,0.8611111111111112
161,0.8263888888888888
162,0.7430555555555556
163,0.4097222222222222
164,0.7361111111111112
165,0.4375
166,0.4513888888888889
167,0.4375
168,0.7847222222222222
169,0.8402777777777778
170,0.8263888888888888
