,Average,Std
0,0.8324999999999999,0.09017344398435717
1,0.8450000000000001,0.048476798574163295
2,0.8324999999999999,0.05482928049865327
3,0.8299999999999998,0.09604686356149271
4,0.82,0.07810249675906655
5,0.82,0.12134661099511596
6,0.8024999999999999,0.1114955156048888
7,0.7944444444444444,0.07797593804232333
